projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643663645594413;807.8886002304824;1678.8162429329436
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.118646259946222;882.3306134845018;1831.2866868655797
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.80387513402107;723.8755590823722;1821.79036934141
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.93142014259773;831.7237597294285;1963.3417071700674
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.43686991273855;769.8525292245051;1489.4736188646796
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.612260322782435;883.6569942514536;2011.942430503647
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.885390814065585;840.6147895360006;2033.1667037514035
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.057930691942637;844.2150831809657;1796.350504331946
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.379998145299287;899.5079663418255;2029.0958148214704
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.490174278668368;874.2035839790873;2239.5033396482904
