projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643571632713797;807.9827119789592;1678.8631013344766
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.118030685909565;882.2617701769232;1830.9306252661775
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.700681806540477;582.1443776171034;1757.6749038294336
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.805272521291841;828.5204858594224;1922.8985476297894
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.436869913320552;769.8589647230878;1489.4800544841687
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.612260322782406;884.3014938881666;2012.586930140344
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.870914525573474;839.1531851945734;2022.7173082757422
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.057930691942698;844.2150831809685;1796.350504331961
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.379998142895724;899.5079651999499;2029.0958114854318
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.4901742793662445;874.2265680544997;2239.526324033768
