projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643572756804616;807.9828864833976;1678.8638529236096
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.118102964016781;838.3708538359613;1787.0653444465634
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.420348410713202;177.84775375811654;965.2926853098293
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.9364087966090455;832.2931658046813;1965.1543598971311
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.4395083429692734;770.2680267063506;1490.3556915083743
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.612564782185778;832.3914919606093;1960.7831367419449
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.992338771995079;589.9812147799213;1787.8977337332813
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.0582422052577884;844.2303904257926;1796.4278471905645
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.383358428767766;899.6391646186976;2030.2453445176518
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.4901742793662445;874.2265680544997;2239.526324033768
