projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643572622434244;807.9828655777691;1678.8637628731744
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.118092651990138;882.2653809410639;1830.9544502351887
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.800447980137266;276.2268148852921;1176.3645322199588
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.888278651325348;831.4281700745522;1952.0819528450093
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.436846893082349;769.855153216013;1489.4722277964386
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.612260322782432;884.3014938881696;2012.5869301403613
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.9495700323134075;667.9515895690275;1886.4648130496357
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.0582422071506965;844.2303924700532;1796.4278545431778
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.379998681686116;899.5079863160473;2029.0959896318996
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.4901742793662445;874.2265680544997;2239.526324033768
