projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.64357263471176;807.9828675644426;1678.863771308113
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.1181018398281;851.5192390009283;1800.2131867821881
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.533977690006698;194.6538224175051;1008.5612874863049
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.923040689008852;832.1749543749999;1961.6801772597942
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.438840718230912;770.1638257320932;1490.1326611803813
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.61226033370794;845.6882260043978;1973.9736660613698
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.9884787287105725;598.0536270981496;1799.3016035411165
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.058242207150686;844.2303924700431;1796.4278545431598
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.382769711184432;899.616199674497;2030.0428710923482
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.4901742793662445;874.2265680544997;2239.526324033768
