projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643663645594413;807.9322544369983;1678.8598971394595
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.118647653366573;882.3360650056427;1831.2924166747696
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.622511558579372;411.1690924914699;1256.4381299425283
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.947837620717821;832.3635052693577;1968.2036847062714
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.4368469344268813;769.8508467441683;1489.4679282499922
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.612260322782435;883.8881961155375;2012.173632367731
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.971588900566897;809.8517544954713;2027.0220609725989
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.0582422071506965;844.2303924700532;1796.4278545431778
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.379998145299287;899.5079663418253;2029.09581482147
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.490174279366245;874.2132516001082;2239.5130075793786
