projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
TestProject;29.07.1992;TestProject_00__TESTSIMULATION;1339.7019444444438;4.643571644072684;807.9827137928579;1678.8631090558251
TestProject;29.07.1993;TestProject_00__TESTSIMULATION;1334.7795138888885;5.11808602613906;855.4689756716383;1804.1552789247485
TestProject;27.07.1994;TestProject_00__TESTSIMULATION;1349.214444444445;5.543099680939067;202.05393368170843;1018.6854480539826
TestProject;30.07.1995;TestProject_00__TESTSIMULATION;1337.0309722222219;5.920769850415551;832.1255924488883;1961.0320103156732
TestProject;31.07.1996;TestProject_00__TESTSIMULATION;1335.4016666666666;3.4383069114829916;770.0813133417932;1489.9563744660431
TestProject;02.08.1997;TestProject_00__TESTSIMULATION;1340.697638888888;5.6122603251481324;850.3759039819868;1978.6613410580223
TestProject;28.07.1998;TestProject_00__TESTSIMULATION;1349.9495833333342;5.983962756511956;608.1077513900382;1815.592300952265
TestProject;25.07.1999;TestProject_00__TESTSIMULATION;1334.1419444444443;5.058242207150686;844.2303924700448;1796.427854543163
TestProject;22.07.2000;TestProject_00__TESTSIMULATION;1344.758263888889;5.382171245665164;899.5928213635353;2029.8370545871999
TestProject;26.07.2001;TestProject_00__TESTSIMULATION;1333.9493055555556;6.4901742793662445;874.2265680544997;2239.526324033768
